Film	Inception	Christopher Nolan	2010	1	148
Film	The Matrix	Lana Wachowski	1999	2	136
Film	Interstellar	Christopher Nolan	2014	3	169
Serija	Breaking Bad	Vince Gilligan	2008	4	5	62
Serija	Game of Thrones	David Benioff	2011	5	8	73
Serija	Stranger Things	Duffer Brothers	2016	6	4	34
Film	The Godfather	Francis Ford Coppola	1972	7	175
Serija	The Mandalorian	Jon Favreau	2019	8	3	24
Film	Pulp Fiction	Quentin Tarantino	1994	9	154
Serija	Friends	David Crane	1994	10	10	236
Film	Parasite	Bong Joon-ho	2019	11	132
Film	The Dark Knight	Christopher Nolan	2008	12	152
Serija	Westworld	Jonathan Nolan	2016	13	4	36
Film	Forrest Gump	Robert Zemeckis	1994	14	142
Serija	The Crown	Peter Morgan	2016	15	4	40
Film	The Shawshank Redemption	Frank Darabont	1994	16	142
Serija	The Witcher	Lauren Schmidt Hissrich	2019	17	3	24
Film	The Lord of the Rings: The Fellowship of the Ring	Peter Jackson	2001	18	178
Serija	Black Mirror	Charlie Brooker	2011	19	5	22
Film	Gladiator	Ridley Scott	2000	20	155
Serija	True Detective	Nick Pizzolatto	2014	21	3	24
Film	Fight Club	David Fincher	1999	22	139
Serija	The Boys	Eric Kripke	2019	23	3	24
Film	Inglourious Basterds	Quentin Tarantino	2009	24	153
Serija	House of Cards	Beau Willimon	2013	25	6	73
Film	The Lion King	Roger Allers	1994	26	88
Serija	Peaky Blinders	Steven Knight	2013	27	6	36
Film	Avatar	James Cameron	2009	28	162
Serija	Better Call Saul	Vince Gilligan	2015	29	6	63
Film	Joker	Todd Phillips	2019	30	122
